tarih,hisse,kat,kat_kova,en_yuksek_%,barem,stop
2024-01-29,YONGA,3.96,3-5x,10.0,+5%+,False
2024-01-30,YONGA,5.15,5-8x,0.65,stop/<1%,False
2024-02-12,YONGA,4.12,3-5x,0.0,stop/<1%,True
2024-02-15,YONGA,6.33,5-8x,0.15,stop/<1%,False
2024-02-16,YONGA,6.67,5-8x,0.0,stop/<1%,True
2024-02-23,YONGA,4.37,3-5x,0.0,stop/<1%,False
2024-02-26,YONGA,6.91,5-8x,5.55,+5%+,False
2024-02-27,YONGA,4.88,3-5x,0.0,stop/<1%,True
2024-04-26,YONGA,14.23,8x+,0.48,stop/<1%,False
2024-04-29,YONGA,5.31,5-8x,4.32,+4%,False
2024-04-30,YONGA,4.78,3-5x,0.0,stop/<1%,True
2024-06-26,YONGA,3.37,3-5x,3.21,+3%,False
2024-11-06,YONGA,3.16,3-5x,9.03,+5%+,False
2024-11-15,YONGA,4.82,3-5x,0.0,stop/<1%,False
2024-12-24,YONGA,3.74,3-5x,0.0,stop/<1%,False
2025-04-07,YONGA,4.31,3-5x,1.37,+1%,False
2025-04-08,YONGA,4.81,3-5x,1.69,+1%,False
2025-04-09,YONGA,6.64,5-8x,4.04,+4%,False
2025-04-16,YONGA,3.06,3-5x,3.73,+3%,False
2025-06-05,YONGA,3.94,3-5x,0.0,stop/<1%,False
2025-07-18,YONGA,3.65,3-5x,0.0,stop/<1%,False
2025-07-23,YONGA,15.56,8x+,0.0,stop/<1%,True
2025-08-15,YONGA,3.17,3-5x,0.0,stop/<1%,False
2025-08-25,YONGA,11.64,8x+,0.0,stop/<1%,False
2025-09-23,YONGA,3.28,3-5x,2.77,+2%,False
2025-10-21,YONGA,3.55,3-5x,0.0,stop/<1%,True
2025-12-12,YONGA,3.38,3-5x,7.49,+5%+,False
2025-12-15,YONGA,5.04,5-8x,3.9,+3%,False
2025-12-29,YONGA,3.25,3-5x,0.0,stop/<1%,True
2026-03-02,YONGA,3.16,3-5x,5.31,+5%+,False
2026-05-04,YONGA,4.06,3-5x,0.0,stop/<1%,True
2026-06-01,YONGA,4.73,3-5x,4.07,+4%,False
2026-05-22,YUNSA,3.8,3-5x,9.27,+5%+,False
2026-05-26,YUNSA,23.34,8x+,0.39,stop/<1%,False
2026-03-02,YYAPI,5.63,5-8x,10.39,+5%+,False
2026-03-25,YYAPI,23.45,8x+,18.58,+5%+,False
2026-03-26,YYAPI,5.1,5-8x,0.0,stop/<1%,True
2026-04-27,YYAPI,4.35,3-5x,9.62,+5%+,False
2026-04-29,YYAPI,3.56,3-5x,0.0,stop/<1%,False
2026-05-26,YYLGD,9.72,8x+,0.0,stop/<1%,False
2026-05-26,ZEDUR,11.92,8x+,0.0,stop/<1%,True
2026-05-15,ZERGY,21.42,8x+,0.0,stop/<1%,False
2026-05-18,ZERGY,10.52,8x+,17.88,+5%+,False
2026-05-26,ZERGY,12.29,8x+,3.99,+3%,False
2026-05-25,ZGYO,5.29,5-8x,3.37,+3%,True
2026-05-26,ZGYO,51.83,8x+,1.73,+1%,True
2026-05-22,ZRGYO,6.86,5-8x,7.57,+5%+,False
2026-05-26,ZRGYO,59.02,8x+,0.0,stop/<1%,True
